9.138301925623570909e-01 2.363001982720598804e+00 3.094681227885753838e+00
1.707516231800067841e+00 1.695445506021906246e+00 4.934837064204849355e+00
1.930902053804497864e+00 1.349095840282606762e+00 4.628721266000956014e+00
3.058672343524071024e+00 1.862045441920043842e-01 1.546298140640603336e+00
3.658798740748717027e+00 9.523046562185100150e-02 3.437003227929816163e+00
2.416316414956471093e+00 2.917727210319236875e+00 8.855046141909355129e-01
1.338862748946993086e+00 1.496277208158731220e+00 4.754622094925788467e+00
7.881114854562155658e-01 1.119056400178120025e+00 2.382084786370812779e-01
2.137066605198522762e+00 2.972204045321630073e+00 1.624742773475418289e-02
1.973165727003179715e+00 6.431152559348641828e-01 4.420864944459246715e+00
8.443175594615333068e-01 2.178426650797932851e+00 1.560166589960459760e+00
1.122512778044487236e+00 6.470674882263008909e-01 3.447850906390137027e+00
1.638580500525364414e+00 2.536511039632180609e+00 2.801428722614558886e+00
1.398289738080698230e+00 5.104944346895246010e-01 2.570439176779645063e+00
2.686573900487876809e+00 3.372261444060953295e-01 2.501867154767807300e+00
2.313252952915752392e+00 2.658055888076303219e+00 2.063668375474066785e+00
2.145634182680292046e+00 2.332066290239169781e+00 4.403635154217791836e+00
1.560527733169116749e+00 6.660032988922358621e-01 1.501548362954860494e+00
3.244231095868357340e-01 1.169558615973172344e+00 2.540310524507527923e+00
1.089200028320346014e+00 1.483049921308217556e+00 4.777694796513632269e+00
1.571087144950722436e+00 5.687696472247141255e-01 2.576438997017026278e+00
2.735111373280163072e+00 2.666176215136459859e+00 4.987751492135018339e+00
2.027866071067874643e+00 1.292841684848270001e+00 4.729470819952489080e+00
2.077516323411879196e+00 1.027246224693398879e-01 5.628671906808985881e+00
1.243175677595388384e+00 1.814695591719613033e+00 5.513650171879976192e+00
1.037827620453204203e+00 6.696677192382887167e-01 5.753000798340938360e+00
2.629133906700129586e+00 3.041766575801005956e-01 8.998456446356586369e-01
9.407815940529994370e-01 1.322045673228102736e+00 3.281203149574523081e+00
3.465646239794355932e+00 3.032899420200213747e+00 3.933591423505347962e+00
1.448417339968047557e+00 4.716581338804746171e-01 5.912466143901473181e+00
9.009722390514838253e-01 1.627983504626414391e+00 5.285577589127556486e+00
7.352941357698113967e-01 1.337164293817550975e+00 2.627829474055014547e+00
1.335994723060693001e+00 3.102800669803771338e+00 5.492338720715753020e+00
1.154267851581266768e+00 2.508247537954579442e+00 1.623599695463154191e+00
2.166376131030917751e+00 6.489895213176646305e-01 1.841529995033350353e+00
2.386095587090002912e+00 4.509383809858567016e-01 2.266438345768081675e+00
3.878195073732141562e+00 5.826279368896392086e-02 5.257319659899773789e+00
2.103225149626096080e+00 2.799069490991034748e+00 1.770886965911310895e+00
1.497356365017955993e+00 1.895767184919369353e+00 4.628708988351337261e+00
1.747745129601062208e+00 2.176035553410700985e+00 5.096438718901494802e+00
1.670882018085917631e+00 1.257370683996488658e+00 1.611381774254414090e+00
3.018447017948555189e+00 2.187566444644559738e-01 1.006149674602007771e+00
1.647210544512767161e+00 1.989688862148576431e+00 1.236488889044258244e+00
2.374938200084126372e+00 2.478463109702330858e+00 4.529786264123188744e+00
3.261561829628486731e+00 3.345341493093125784e-01 4.832429617505583863e+00
1.162757495070030345e+00 8.608867613819514153e-01 3.557801296250939771e+00
2.188859701577321015e+00 4.789633534038317819e-01 5.340951372554474830e+00
1.250444481098933913e+00 1.130549337601999049e+00 4.742138297323915452e+00
1.717887104287811662e+00 2.398553582273390550e+00 2.402520206638107947e+00
1.006714942003322122e+00 2.049039204112335977e+00 2.185748998072755356e+00
1.951098141767310779e+00 1.357198921284588744e+00 1.622223505159896106e+00
1.030838418797042522e+00 7.024561883705494614e-01 6.212288769278171863e+00
3.432653360173252732e+00 2.909466252624268279e+00 4.677748565011000892e+00
1.752067567983504048e+00 1.736842879125856776e+00 4.984429880622151643e+00
9.442176770491663707e-01 7.968088204111537509e-01 4.204105852360076057e-01
2.481372808536137953e+00 3.797094039986397274e-01 5.355780994102459225e+00
1.667185623461581834e+00 2.549967494230798604e+00 4.359124660112021488e-01
2.287270243684012883e+00 2.780282414287174930e+00 3.220366056474672334e+00
1.148947205553304318e+00 1.429122272653913894e+00 2.462251266808517247e+00
3.372516548373647449e-01 1.486973434437860231e+00 1.368865030462963261e+00
1.680642424829141168e+00 1.025315661429315295e+00 1.953304122202677462e+00
1.651147176732642885e+00 1.933533934948232780e+00 1.125999788492252129e+00
1.618351305896423842e+00 1.254728465622756861e+00 4.261923677079277439e+00
3.409535053602816390e+00 2.901121943802376535e+00 1.993160345534388256e+00
2.133528908235655219e+00 2.605289258734233115e+00 4.877953149393070120e+00
2.212076585804128026e+00 2.379139921149307391e+00 1.565125335376701621e+00
1.430334135263776396e+00 1.800677262891018593e+00 5.046028586127568438e+00
2.334927262219478994e+00 5.993705063247769527e-01 1.075711185563415384e+00
1.882075204389253242e+00 6.203938010472436204e-01 5.152458249945701674e+00
1.964867524231975526e+00 1.636115924237731001e-01 1.106830110754197349e+00
1.677789121128126615e+00 2.473387214227590558e+00 4.377434814340244174e+00
1.267517883961134739e+00 8.058505598885347121e-01 3.041788452784230490e+00
2.325683751465674298e+00 2.754956111369846639e+00 1.095682487438778274e+00
1.653114963882057475e+00 1.129531464710630928e+00 1.768533993793344195e+00
2.205049652477879985e+00 4.675599999832451559e-01 4.616602437014706517e+00
1.037822527707458198e+00 4.972569493796104023e-01 1.975581649928832562e-01
1.920059074265735299e+00 1.751681775397437191e+00 4.784687455332325534e+00
2.968225967378447461e+00 2.952447735392627060e+00 4.381933440563535953e+00
1.043408890565134639e+00 1.128874322629226157e+00 4.324548352819357788e+00
2.092946483098530486e+00 2.715195378920379099e+00 1.827864057600660175e+00
1.583570013065617399e+00 7.756216313976141974e-01 1.141270706862693274e+00
2.736516527896226236e+00 3.270114213758845700e-01 9.685771469993067484e-01
2.668279157603265173e+00 5.149120745475628258e-01 4.561163336033590809e+00
2.084225565207224129e+00 2.690899302008429306e-01 2.717521581556781030e-01
1.076334008519234109e+00 1.182228925924024399e+00 2.141398974684772583e+00
8.259390929793617442e-01 1.287948303598827060e+00 4.775105242963083363e+00
2.950675744627025421e-01 1.076675857740844400e+00 3.676110714545135494e-01
1.512151436403075921e+00 5.206588197338055668e-01 1.971871616471291944e+00
2.680496846453063853e+00 3.110471685444060608e-01 4.764549029583695194e+00
6.391972250427534474e-01 5.934518942075006631e-01 2.855214072417719962e+00
2.994957887824671428e+00 2.676203880374361521e-01 1.948278020317259163e+00
1.165175038010095809e+00 2.839101327169131217e+00 4.322418740444518903e+00
1.076471870643403772e+00 1.057997684766549540e+00 4.652539685654326185e+00
2.814558013845800843e+00 3.012993374978960581e-01 2.297356860802853618e+00
9.822262985197853791e-01 2.735997383265218907e+00 4.970252296393358193e-01
9.935770779287829146e-01 9.403572919826782561e-01 5.600592803967175293e+00
2.976095289987962911e+00 1.683689097091651821e-01 2.395810410284814118e+00
1.938458145501326946e-01 1.226204272368844439e+00 1.979058223613533229e+00
1.946937281624025129e+00 6.603575309155300666e-01 5.204032887086212256e+00
7.611320222160471438e-01 1.857134811291414334e+00 2.528016130128972527e+00
3.016222840521385340e+00 2.861355115702991725e+00 4.209221961329966177e+00
9.941080489522468033e-01 6.221471326416252445e-01 4.752278510810024059e+00
1.949174580933667356e+00 2.836643069732019740e+00 9.923129663488783336e-02
7.152635238985676214e-01 9.802942321010179594e-01 1.741110293640781848e+00
2.583808111339974456e+00 3.085710213086479747e+00 4.364777803080599483e+00
1.200700153626090838e+00 7.158922143439103714e-01 5.526718417250810589e+00
1.878753282051028872e+00 2.714423734032609836e+00 5.402078851579159569e+00
2.348926931618765312e+00 4.602926473700497123e-01 5.224813449635711926e+00
1.789695901684873247e+00 2.721193062567866416e+00 1.576215839942876507e+00
2.918451445434333547e+00 3.047438341530895656e+00 1.200342189140369165e+00
8.367557017172688738e-01 2.400750385909410145e+00 5.407378651636713052e+00
3.082948702461253188e+00 2.830804295588558617e+00 5.270119512947590401e+00
1.272442390320031702e+00 2.210003908320090193e+00 3.836956200549304086e+00
2.107036283509823082e+00 6.799282524770249303e-01 1.987220515380191621e+00
1.697577338148241743e+00 1.738866194981845359e+00 4.612881176565087671e+00
9.208697606018775295e-01 2.191126542802765975e+00 5.306055682637422777e+00
3.120333054691272423e+00 2.883806334261751481e+00 1.007706606714513065e+00
1.650339734955195148e+00 6.624182893701681119e-01 1.558200109391602695e+00
1.695610568084051861e+00 9.930865605869474422e-01 4.222726820783993418e+00
7.735092067869511201e-01 2.345981235263742803e+00 4.157127779289901071e+00
2.376285572850460603e+00 2.711608195247408926e+00 1.930807475565077702e+00
1.134383887343072272e+00 2.790905498697318077e+00 5.266601452422706053e+00
1.433424962294169269e+00 7.551239518235497439e-01 1.455655908958462419e+00
1.567596988157929028e+00 7.267357334636513899e-01 7.855567046520413044e-01
2.128986697254073857e+00 3.124487722778277465e-01 4.199902846266958534e+00
8.804657112604704627e-01 1.181951309334478228e+00 2.089385912967527403e+00
1.850251026483106687e+00 2.128124397312033622e+00 5.053158992595193411e+00
1.468430881172734903e+00 1.420084307567609283e+00 4.662523309843948915e+00
2.889706043578977646e+00 2.874704698144348036e+00 2.425360618922316469e+00
2.294781723437436582e+00 2.850726284259892829e+00 2.030588121902930254e+00
1.963862358238619432e+00 3.048450030626958185e+00 3.528501659535443480e-01
1.122940444534450855e+00 1.133619403439137585e+00 2.839138658438892904e+00
1.452704907388091771e+00 4.396945239861629329e-01 4.626493145208268487e+00
1.310979148499717528e+00 2.828279227189051781e+00 5.784443381090641267e+00
2.990779425069772124e+00 4.010658141339595861e-01 1.343039876437160274e+00
1.123363916987517364e+00 2.712794377886849517e+00 1.913176913778962707e+00
1.635585756247541989e+00 6.426389576892459488e-01 2.392945945456108614e+00
2.851911117892472980e+00 3.032422846306248587e-02 1.355858242296827498e+00
1.352995676972912786e+00 5.911201724000162416e-01 4.727804674470865720e-01
3.330960535588717075e+00 2.280654877011696335e-01 4.122909359708994970e+00
2.739455988916106755e+00 3.189525844684162337e-01 1.643382261409601419e+00
2.061915985818136399e+00 7.048208868949672468e-01 5.081942516360334672e+00
3.612088983852010937e+00 3.026485679928184958e+00 4.144150407608794495e+00
7.238853455498696077e-01 1.938484002457865341e+00 4.129418608091341980e+00
2.756335371361572584e+00 2.763717599941768022e+00 4.792877170562615419e+00
2.978415192135237977e+00 3.315692679692392453e-01 1.412791186907505825e+00
3.744768109514146293e+00 1.845890390393409852e-01 1.803354349744850538e+00
2.367220836634334802e+00 2.964085690792688688e+00 9.408954076845166270e-02
2.704569978009893294e+00 2.431321534704409260e-01 6.699512630251138745e-01
3.084700923324668942e+00 5.563057970702467436e-02 4.797012970352639627e+00
6.061345006123849410e-01 4.218586977920426584e-01 3.183718257255646833e+00
8.156768541856209698e-01 8.756663045075434582e-01 2.785883763294451310e+00
1.214821754211089733e+00 2.298961478865086949e+00 5.125303254322197688e+00
1.826619975085652436e+00 6.384399734317779407e-01 4.307335878632718718e+00
7.370925712359251980e-01 1.467124392752751305e+00 5.811992765853112530e+00
3.119800280789442937e+00 2.769416497361680829e+00 5.103456142007051888e+00
